Organ Transplantation Center Service Type Description,OTC Code,Organ Transplantation Center Type,OTC Name,OTC Address,OTC City,ZIP Code,Organ Transplantation Center Telephone Number,Organ Transplantation Center URL,Organ Procurement Organization Provider Number,Organ Procurement Organization Name,Organ Procurement Organization Address,Organ Procurement Organization City,Organ Procurement Organization State Abbreviation,Organ Procurement Organization State Name,Organ Procurement Organization Postal Code,Organ Procurement Organization Telephone Number,Organ Procurement Organization URL,State and County Federal Information Processing Standard Code,County or County Equivalent Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State Abbreviation,U.S. - Mexico Border County Indicator,U.S. - Mexico Border 100 Kilometer Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,OTC Service List,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common Region Code,Common Region Name,Common State Name,Common State Abbreviation,Common State FIPS Code,Common State County FIPS Code,Common County Name,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common State FIPS Code Congressional District Number,Common Postal Code,Organ Transplantation Center Program URL
Liver,NCMH,TX1,University of North Carolina Hospitals,101 Manning Dr,Chapel Hill,27514,984-974-9950,http://www.unchealthcare.org,34P001,Carolina Donor Services,909 E Arlington Blvd,Greenville,NC,North Carolina,27858-5864,252-757-0090,http://www.carolinadonorservices.org/,37135,135,Orange County,Orange,County            ,4,Region IV,37,North Carolina,NC,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-79.05199423,35.90357667,4,Region IV,North Carolina,NC,37,37135,"Orange County, NC","Chapel Hill, NC",North Carolina District 04,115,3704,27514,https://www.srtr.org/transplant-centers/university-of-north-carolina-hospitals-ncmh/
Intestine,NCMH,TX1,University of North Carolina Hospitals,101 Manning Dr,Chapel Hill,27514,984-974-9950,http://www.unchealthcare.org,34P001,Carolina Donor Services,909 E Arlington Blvd,Greenville,NC,North Carolina,27858-5864,252-757-0090,http://www.carolinadonorservices.org/,37135,135,Orange County,Orange,County            ,4,Region IV,37,North Carolina,NC,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-79.05199423,35.90357667,4,Region IV,North Carolina,NC,37,37135,"Orange County, NC","Chapel Hill, NC",North Carolina District 04,115,3704,27514,https://www.srtr.org/transplant-centers/university-of-north-carolina-hospitals-ncmh/
Heart,NCMH,TX1,University of North Carolina Hospitals,101 Manning Dr,Chapel Hill,27514,984-974-9950,http://www.unchealthcare.org,34P001,Carolina Donor Services,909 E Arlington Blvd,Greenville,NC,North Carolina,27858-5864,252-757-0090,http://www.carolinadonorservices.org/,37135,135,Orange County,Orange,County            ,4,Region IV,37,North Carolina,NC,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-79.05199423,35.90357667,4,Region IV,North Carolina,NC,37,37135,"Orange County, NC","Chapel Hill, NC",North Carolina District 04,115,3704,27514,https://www.srtr.org/transplant-centers/university-of-north-carolina-hospitals-ncmh/
Lung,NCMH,TX1,University of North Carolina Hospitals,101 Manning Dr,Chapel Hill,27514,984-974-9950,http://www.unchealthcare.org,34P001,Carolina Donor Services,909 E Arlington Blvd,Greenville,NC,North Carolina,27858-5864,252-757-0090,http://www.carolinadonorservices.org/,37135,135,Orange County,Orange,County            ,4,Region IV,37,North Carolina,NC,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-79.05199423,35.90357667,4,Region IV,North Carolina,NC,37,37135,"Orange County, NC","Chapel Hill, NC",North Carolina District 04,115,3704,27514,https://www.srtr.org/transplant-centers/university-of-north-carolina-hospitals-ncmh/
Kidney,NDMC,TX1,Sanford Bismarck Medical Center,300 N 7th St,Bismarck,58501,701-323-6000,https://www.sanfordhealth.org,24P001,LifeSource Upper Midwest Organ Procurement Organization,2225 W River Rd,Minneapolis,MN,North Dakota,55411-2228,612-800-6100,http://www.life-source.org,38015,15,Burleigh County,Burleigh,County            ,8,Region VIII,38,North Dakota,ND,N,N,10/25/18,10/25/18, Kidney,-100.7815901,46.80811008,8,Region VIII,North Dakota,ND,38,38015,"Burleigh County, ND","Bismarck, ND",North Dakota At Large,115,3800,58501,https://www.srtr.org/transplant-centers/sanford-bismarck-medical-center-ndmc/
Kidney,NDSL,TX1,Sanford Medical Center Fargo,801 Broadway N,Fargo,58102,701-234-2000,"http://www.sanfordhealth.org/Locations/Community/Fargo,ND",24P001,LifeSource Upper Midwest Organ Procurement Organization,2225 W River Rd,Minneapolis,MN,North Dakota,55411-2228,612-800-6100,http://www.life-source.org,38017,17,Cass County,Cass,County            ,8,Region VIII,38,North Dakota,ND,N,N,10/25/18,10/25/18, Kidney,-96.78767519,46.8847203,8,Region VIII,North Dakota,ND,38,38017,"Cass County, ND","Fargo, ND",North Dakota At Large,115,3800,58102,https://www.srtr.org/transplant-centers/sanford-medical-center-fargo-ndsl/
Heart,NECH,TX1,Children's Hospital & Medical Center,8200 Dodge St,Omaha,68114,402-955-5400,http://www.childrensomaha.org,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18, Heart,-96.04022438,41.25972899,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68114,https://www.srtr.org/transplant-centers/childrens-hospital-medical-center-nech/
Kidney,NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Pancreas,NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Liver,NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Intestine,NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Heart,NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Lung,NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Vascularized Composite Allograft (VCA),NEUN,TX1,The Nebraska Medical Center,987400 Nebraska Medical Ctr,Omaha,68198,402-559-4000,http://www.nebraskamed.com,28P001,Nebraska Organ Recovery System,8502 W Center Rd,Omaha,NE,Nebraska,68124-2159,402-733-1800,http://www.nedonation.org/,31055,55,Douglas County,Douglas,County            ,7,Region VII,31,Nebraska,NE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",-95.97653999,41.25646,7,Region VII,Nebraska,NE,31,31055,"Douglas County, NE","Omaha, NE",Nebraska District 02,115,3102,68198,https://www.srtr.org/transplant-centers/the-nebraska-medical-center-neun/
Kidney,NHDH,TX1,Mary Hitchcock Memorial Hospital,1 Medical Center Dr,Lebanon,3756,603-653-3931,http://www.dhmc.org,22P001,New England Organ Bank,60 1st Ave,Waltham,MA,New Hampshire,02451-1106,617-244-8000,http://www.neob.org,33009,9,Grafton County,Grafton,County            ,1,Region I,33,New Hampshire,NH,N,N,10/25/18,10/25/18, Kidney,-72.2727674,43.67760588,1,Region I,New Hampshire,NH,33,33009,"Grafton County, NH","Lebanon, NH",New Hampshire District 02,115,3302,3756,https://www.srtr.org/transplant-centers/mary-hitchcock-memorial-hospital-nhdh/
Kidney,NJBI,TX1,Newark Beth Israel Medical Center,201 Lyons Ave Fl 4,Newark,7112,973-926-7000,http://www.saintbarnabas.com,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34013,13,Essex County,Essex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Heart, Kidney, Lung",-74.21352726,40.70997856,2,Region II,New Jersey,NJ,34,34013,"Essex County, NJ","Newark, NJ",New Jersey District 10,115,3410,7112,https://www.srtr.org/transplant-centers/newark-beth-israel-medical-center-njbi/
Heart,NJBI,TX1,Newark Beth Israel Medical Center,201 Lyons Ave Fl 4,Newark,7112,973-926-7000,http://www.saintbarnabas.com,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34013,13,Essex County,Essex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Heart, Kidney, Lung",-74.21352726,40.70997856,2,Region II,New Jersey,NJ,34,34013,"Essex County, NJ","Newark, NJ",New Jersey District 10,115,3410,7112,https://www.srtr.org/transplant-centers/newark-beth-israel-medical-center-njbi/
Lung,NJBI,TX1,Newark Beth Israel Medical Center,201 Lyons Ave Fl 4,Newark,7112,973-926-7000,http://www.saintbarnabas.com,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34013,13,Essex County,Essex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Heart, Kidney, Lung",-74.21352726,40.70997856,2,Region II,New Jersey,NJ,34,34013,"Essex County, NJ","Newark, NJ",New Jersey District 10,115,3410,7112,https://www.srtr.org/transplant-centers/newark-beth-israel-medical-center-njbi/
Kidney,NJHK,TX1,Hackensack University Medical Center,30 Prospect Ave,Hackensack,7601,201-996-2000,http://www.hackensackumc.org/,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34003,3,Bergen County,Bergen,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Pancreas",-74.05793337,40.88402423,2,Region II,New Jersey,NJ,34,34003,"Bergen County, NJ","Hackensack, NJ",New Jersey District 05,115,3405,7601,https://www.srtr.org/transplant-centers/hackensack-university-medical-center-njhk/
Pancreas,NJHK,TX1,Hackensack University Medical Center,30 Prospect Ave,Hackensack,7601,201-996-2000,http://www.hackensackumc.org/,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34003,3,Bergen County,Bergen,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Pancreas",-74.05793337,40.88402423,2,Region II,New Jersey,NJ,34,34003,"Bergen County, NJ","Hackensack, NJ",New Jersey District 05,115,3405,7601,https://www.srtr.org/transplant-centers/hackensack-university-medical-center-njhk/
Kidney,NJLL,TX1,Our Lady of Lourdes Medical Center,1600 Haddon Ave,Camden,8103,856-757-3500,http://www.lourdesnet.org,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,New Jersey,19123-4106,215-557-8090,http://www.donors1.org,34007,7,Camden County,Camden,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas",-75.09530298,39.92675719,2,Region II,New Jersey,NJ,34,34007,"Camden County, NJ","Camden, NJ",New Jersey District 01,115,3401,8103,https://www.srtr.org/transplant-centers/our-lady-of-lourdes-medical-center-njll/
Pancreas,NJLL,TX1,Our Lady of Lourdes Medical Center,1600 Haddon Ave,Camden,8103,856-757-3500,http://www.lourdesnet.org,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,New Jersey,19123-4106,215-557-8090,http://www.donors1.org,34007,7,Camden County,Camden,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas",-75.09530298,39.92675719,2,Region II,New Jersey,NJ,34,34007,"Camden County, NJ","Camden, NJ",New Jersey District 01,115,3401,8103,https://www.srtr.org/transplant-centers/our-lady-of-lourdes-medical-center-njll/
Liver,NJLL,TX1,Our Lady of Lourdes Medical Center,1600 Haddon Ave,Camden,8103,856-757-3500,http://www.lourdesnet.org,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,New Jersey,19123-4106,215-557-8090,http://www.donors1.org,34007,7,Camden County,Camden,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas",-75.09530298,39.92675719,2,Region II,New Jersey,NJ,34,34007,"Camden County, NJ","Camden, NJ",New Jersey District 01,115,3401,8103,https://www.srtr.org/transplant-centers/our-lady-of-lourdes-medical-center-njll/
Heart,NJRW,TX1,Robert Wood Johnson University Hospital,1 Robert Wood Johnson Pl,New Brunswick,8901,732-828-3000,http://www.rwjuh.edu,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34023,23,Middlesex County,Middlesex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18, Heart,-74.45062173,40.49569327,2,Region II,New Jersey,NJ,34,34023,"Middlesex County, NJ","New Brunswick, NJ",New Jersey District 06,115,3406,8901,https://www.srtr.org/transplant-centers/robert-wood-johnson-university-hospital-njrw/
Kidney,NJSB,TX1,Saint Barnabas Medical Center,94 Old Short Hills Rd,Livingston,7039,973-322-5000,http://www.saintbarnabas.com,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34013,13,Essex County,Essex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Pancreas",-74.30263593,40.76345718,2,Region II,New Jersey,NJ,34,34013,"Essex County, NJ","Livingston, NJ",New Jersey District 11,115,3411,7039,https://www.srtr.org/transplant-centers/saint-barnabas-medical-center-njsb/
Pancreas,NJSB,TX1,Saint Barnabas Medical Center,94 Old Short Hills Rd,Livingston,7039,973-322-5000,http://www.saintbarnabas.com,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34013,13,Essex County,Essex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18," Kidney, Pancreas",-74.30263593,40.76345718,2,Region II,New Jersey,NJ,34,34013,"Essex County, NJ","Livingston, NJ",New Jersey District 11,115,3411,7039,https://www.srtr.org/transplant-centers/saint-barnabas-medical-center-njsb/
Liver,NJUH,TX1,University Hospital,150 Bergen St,Newark,7103,973-972-7218,http://www.uhnj.org/,31P001,New Jersey Organ and Tissue Sharing Network OPO,691 Central Ave,New Providence,NJ,New Jersey,07974-1560,908-516-5400,http://www.njsharingnetwork.org,34013,13,Essex County,Essex,County            ,2,Region II,34,New Jersey,NJ,N,N,10/25/18,10/25/18, Liver,-74.19245286,40.74018834,2,Region II,New Jersey,NJ,34,34013,"Essex County, NJ","Newark, NJ",New Jersey District 10,115,3410,7103,https://www.srtr.org/transplant-centers/university-hospital-njuh/
Kidney,NMAQ,TX1,"University Hospital, University of New Mexico Health Sciences Center",2211 Lomas Blvd NE,Albuquerque,87106,505-272-2111,http://hospitals.unm.edu/,32P001,New Mexico Donor Services,1609 University Blvd NE,Albuquerque,NM,New Mexico,87102-1710,505-843-7672,http://www.donatelifenm.org,35001,1,Bernalillo County,Bernalillo,County            ,6,Region VI,35,New Mexico,NM,N,N,10/25/18,10/25/18, Kidney,-106.6174939,35.08756051,6,Region VI,New Mexico,NM,35,35001,"Bernalillo County, NM","Albuquerque, NM",New Mexico District 01,115,3501,87106,https://www.srtr.org/transplant-centers/university-hospital-university-of-new-mexico-health-sciences-center-nmaq/
Kidney,NMPH,TX1,Presbyterian Hospital,1100 Central Ave SE,Albuquerque,87106,505-841-1234,https://www.phs.org/doctors-services/services-centers/Pages/kidney-transplant-services.aspx,32P001,New Mexico Donor Services,1609 University Blvd NE,Albuquerque,NM,New Mexico,87102-1710,505-843-7672,http://www.donatelifenm.org,35001,1,Bernalillo County,Bernalillo,County            ,6,Region VI,35,New Mexico,NM,N,N,10/25/18,10/25/18," Kidney, Pancreas",-106.6345952,35.08226466,6,Region VI,New Mexico,NM,35,35001,"Bernalillo County, NM","Albuquerque, NM",New Mexico District 01,115,3501,87106,https://www.srtr.org/transplant-centers/presbyterian-hospital-nmph/
Pancreas,NMPH,TX1,Presbyterian Hospital,1100 Central Ave SE,Albuquerque,87106,505-841-1234,https://www.phs.org/doctors-services/services-centers/Pages/kidney-transplant-services.aspx,32P001,New Mexico Donor Services,1609 University Blvd NE,Albuquerque,NM,New Mexico,87102-1710,505-843-7672,http://www.donatelifenm.org,35001,1,Bernalillo County,Bernalillo,County            ,6,Region VI,35,New Mexico,NM,N,N,10/25/18,10/25/18," Kidney, Pancreas",-106.6345952,35.08226466,6,Region VI,New Mexico,NM,35,35001,"Bernalillo County, NM","Albuquerque, NM",New Mexico District 01,115,3501,87106,https://www.srtr.org/transplant-centers/presbyterian-hospital-nmph/
Kidney,NVUM,TX1,University Medical Center of Southern Nevada,1800 W Charleston Blvd,Las Vegas,89102,702-383-2000,http://www.umcsn.com/,29P001,Nevada Donor Network,2055 E Sahara Ave,Las Vegas,NV,Nevada,89104-3829,702-796-9600,http://www.nvdonor.org,32003,3,Clark County,Clark,County            ,9,Region IX,32,Nevada,NV,N,N,10/25/18,10/25/18, Kidney,-115.1674458,36.1590198,9,Region IX,Nevada,NV,32,32003,"Clark County, NV","Las Vegas, NV",Nevada District 01,115,3201,89102,https://www.srtr.org/transplant-centers/university-medical-center-of-southern-nevada-nvum/
Kidney,NYAM,TX1,Albany Medical Center Hospital,43 New Scotland Ave,Albany,12208,518-262-3125,http://www.amc.edu,33P004,Center for Donation and Transplant,218 Great Oaks Blvd,Albany,NY,New York,12203-5969,518-262-5606,http://www.cdtny.org/,36001,1,Albany County,Albany,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Pancreas",-73.77397656,42.65326815,2,Region II,New York,NY,36,36001,"Albany County, NY","Albany, NY",New York District 20,115,3620,12208,https://www.srtr.org/transplant-centers/albany-medical-center-hospital-nyam/
Pancreas,NYAM,TX1,Albany Medical Center Hospital,43 New Scotland Ave,Albany,12208,518-262-3125,http://www.amc.edu,33P004,Center for Donation and Transplant,218 Great Oaks Blvd,Albany,NY,New York,12203-5969,518-262-5606,http://www.cdtny.org/,36001,1,Albany County,Albany,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Pancreas",-73.77397656,42.65326815,2,Region II,New York,NY,36,36001,"Albany County, NY","Albany, NY",New York District 20,115,3620,12208,https://www.srtr.org/transplant-centers/albany-medical-center-hospital-nyam/
Kidney,NYCC,TX1,Long Island Jewish Medical Center-Cohen Children's Medical Center,26901 76th Ave,New Hyde Park,11040,718-470-3000, ,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36081,81,Queens County,Queens,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18, Kidney,-73.70749534,40.75277698,2,Region II,New York,NY,36,36081,"Queens County, NY","New Hyde Park, NY",New York District 03,115,3603,11040,https://www.srtr.org/transplant-centers/steven-and-alexandra-cohen-childrens-medical-centernorthwell-health-nycc/
Kidney,NYCP,TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 W 168th St,New York,10032,212-305-5551,http://www.nyp.org/transplant/transplant-services,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-73.94044205,40.84128075,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,https://www.srtr.org/transplant-centers/ny-presbyterian-hospitalcolumbia-univ-medical-center-nycp/
Pancreas,NYCP,TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 W 168th St,New York,10032,212-305-5551,http://www.nyp.org/transplant/transplant-services,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-73.94044205,40.84128075,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,https://www.srtr.org/transplant-centers/ny-presbyterian-hospitalcolumbia-univ-medical-center-nycp/
Liver,NYCP,TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 W 168th St,New York,10032,212-305-5551,http://www.nyp.org/transplant/transplant-services,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-73.94044205,40.84128075,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,https://www.srtr.org/transplant-centers/ny-presbyterian-hospitalcolumbia-univ-medical-center-nycp/
Intestine,NYCP,TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 W 168th St,New York,10032,212-305-5551,http://www.nyp.org/transplant/transplant-services,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-73.94044205,40.84128075,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,https://www.srtr.org/transplant-centers/ny-presbyterian-hospitalcolumbia-univ-medical-center-nycp/
Heart,NYCP,TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 W 168th St,New York,10032,212-305-5551,http://www.nyp.org/transplant/transplant-services,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-73.94044205,40.84128075,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,https://www.srtr.org/transplant-centers/ny-presbyterian-hospitalcolumbia-univ-medical-center-nycp/
Lung,NYCP,TX1,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 W 168th St,New York,10032,212-305-5551,http://www.nyp.org/transplant/transplant-services,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Lung, Pancreas",-73.94044205,40.84128075,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10032,https://www.srtr.org/transplant-centers/ny-presbyterian-hospitalcolumbia-univ-medical-center-nycp/
Kidney,NYDS,TX1,"State University of New York, Downstate Medical Center",450 Clarkson Ave # 40,Brooklyn,11203,718-270-1000,http://www.downstate.edu/,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36047,47,Kings County,Kings,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18, Kidney,-73.94510849,40.65566852,2,Region II,New York,NY,36,36047,"Kings County, NY","Brooklyn, NY",New York District 09,115,3609,11203,https://www.srtr.org/transplant-centers/state-university-of-new-york-downstate-medical-center-nyds/
Kidney,NYEC,TX1,Erie County Medical Center,462 Grider St,Buffalo,14215,716-898-3000,http://www.ecmc.edu,33P001,Upstate New York Transplant Services Inc,110 Broadway St,Buffalo,NY,New York,14203-1677,716-853-6667,http://www.unyts.org,36029,29,Erie County,Erie,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Pancreas",-78.82925734,42.92726734,2,Region II,New York,NY,36,36029,"Erie County, NY","Buffalo, NY",New York District 26,115,3626,14215,https://www.srtr.org/transplant-centers/erie-county-medical-center-nyec/
